7,0.81355286,1.5505524,8.834305
16,0.9020996,1.5170441,7.992035
26,1.0935211,1.2873383,8.647659
37,1.6582336,0.99780273,9.640686
46,2.555542,0.20578003,9.961319
57,2.634491,-0.3134613,10.119247
66,1.5505524,0.026321411,9.724426
76,0.36849976,0.21774292,9.348755
87,-0.52163696,0.6795654,9.4253235
96,-0.62213135,0.8805542,9.738785
107,0.15074158,0.72262573,10.679169
116,0.9714813,0.43310547,11.435303
127,1.9525452,0.22013855,11.944977
136,2.273178,0.33738708,11.909073
147,2.0913239,0.41156006,11.60997
156,1.524231,0.36610413,10.406387
167,0.83509827,0.20817566,9.281754
177,-0.095718384,0.21774292,8.260025
186,-0.8494568,0.65563965,7.7982025
197,-0.32781982,0.61735535,7.7479553
206,0.17945862,0.7010956,8.116455
217,1.0911255,1.5625153,9.198013
227,1.4428711,2.5076752,9.896713
236,1.2299042,3.2207336,9.322433
247,2.2324982,1.730011,7.544571
256,3.6825562,1.2394867,6.6783752
267,3.9625092,0.64367676,5.79303
277,3.826126,1.5768738,6.6185455
287,3.7926178,2.3306122,7.9824524
296,4.441086,1.9046936,9.001801
307,4.8143616,1.2993011,9.466003
316,4.4817505,1.0480499,9.595215
327,4.2951202,0.7848511,9.956543
336,4.1395874,0.7776642,10.200607
348,4.0295105,0.8805542,10.322632
356,3.706482,0.9643097,10.025925
366,3.373886,0.91166687,9.652649
376,3.1011047,0.6460571,9.284149
387,3.8548431,0.38285828,9.477966
396,4.709076,0.6963043,9.006592
407,4.922043,1.2179413,8.434708
417,4.003189,1.3423767,7.7455597
426,2.5986023,1.0935211,7.968094
436,1.5314026,0.8805542,8.506485
448,1.0073853,0.7154541,9.628723
456,1.2107697,0.8949127,10.494919
466,1.5122681,1.0001984,10.614563
478,1.7874451,1.0983124,10.305893
486,1.6941223,1.2945099,9.693329
497,1.8472595,1.3184509,9.312866
507,1.5003052,1.0456696,9.726822
517,1.4069824,1.0408783,9.817749
526,2.1272125,1.3088684,9.722046
536,2.5531464,1.3375854,9.595215
547,3.0173492,1.5026855,8.922836
557,3.1417694,1.6701965,7.9130707
566,3.110672,1.6127625,7.5804596
577,2.6608124,1.421341,7.6666107
586,2.4526367,1.306488,8.102097
597,2.5507507,1.0624084,9.315262
607,2.6679993,1.1150513,10.061813
617,2.938385,0.98106384,10.138397
626,2.9623108,1.0863342,9.76033
637,2.9216309,1.2849426,8.8989105
647,2.967102,1.4476624,8.135605
657,3.1920319,1.6223297,7.7862396
666,3.3044891,1.7132568,7.6953125
677,3.0771637,1.6223297,7.8388824
686,2.926422,1.5266266,8.386841
698,3.0915222,1.351944,8.884552
706,3.2662048,1.0959167,9.312866
717,3.2805634,1.1222382,9.480362
727,3.2207336,1.2012024,9.475586
736,3.2183533,1.2610168,9.236298
747,3.0723877,1.3208313,9.078369
756,2.9814606,1.2107697,9.135803
766,2.9288177,1.2514496,9.147766
776,2.9120636,1.1844482,9.011368
786,2.897705,1.208374,8.872589
798,2.9001007,1.2442627,8.920441
806,2.6560364,1.2658081,9.04248
817,2.6799622,1.3567352,9.107086
827,3.0580292,1.385437,8.834305
836,3.184845,1.4189453,8.712265
847,3.0053864,1.5026855,8.705093
857,2.7469635,1.5026855,8.8367
868,2.567505,1.4931183,8.860626
876,2.531601,1.2993011,9.032898
887,2.4957123,1.2562256,9.231506
899,2.5507507,1.2394867,9.667007
907,2.589035,1.3016968,9.894318
916,2.6105652,1.3734741,9.9062805
929,2.6967163,1.4333038,9.623932
937,2.8283234,1.450058,9.401398
946,2.9647064,1.557724,9.32962
957,3.0747833,1.5553284,9.389435
967,3.0915222,1.5337982,9.463608
976,3.012558,1.5170441,9.506683
987,2.9838562,1.4333038,9.422943
997,2.9623108,1.3830566,9.317657
1007,2.8713837,1.426117,9.150162
1017,2.7828522,1.4667969,9.126221
1026,2.766098,1.5984039,9.099899
1036,2.8187408,1.6725769,8.977875
1048,3.036499,1.763504,8.937195
1057,3.1824493,1.8017883,8.874985
1067,3.270996,1.696518,8.817551
1076,3.3356018,1.5744781,8.889343
1086,3.287735,1.4333038,9.109482
1096,3.1680908,1.3758698,9.245865
1106,3.2231293,1.2322998,9.269791
1117,3.4121704,1.2442627,9.140579
1127,3.4863434,1.3423767,8.894119
1137,3.5988007,1.3710938,8.640488
1146,3.768692,1.3304138,8.5902405
1156,3.8022003,1.3375854,8.638092
1168,3.7136536,1.2370911,8.695511
1177,3.5988007,1.076767,8.611771
1187,3.5605164,1.0289154,8.647659
1197,3.5389862,0.9643097,8.688339
1206,3.5844421,0.99780273,8.700302
1216,3.6705933,1.002594,8.614166
1227,3.735199,1.0193481,8.518448
1237,3.7615204,1.1198425,8.372482
1247,3.830902,1.2801666,8.154739
1256,3.8931274,1.3351898,7.8867493
1267,3.9649048,1.3734741,7.812561
1277,3.8141632,1.380661,7.9417725
1286,3.625122,1.5003052,8.140381
1296,3.596405,1.6175537,8.056641
1307,3.838089,1.7324066,7.8675995
1317,3.998413,1.7730865,7.853241
1326,4.055832,1.8017883,7.927429
1336,3.9720917,1.7611237,8.133209
1347,3.900299,1.6821594,8.449051
1357,3.878769,1.6175537,8.738586
1366,3.7543335,1.6749725,8.975479
1376,3.7423706,1.7324066,9.238693
1386,3.728012,1.7132568,9.406189
1397,3.5485535,1.6486511,9.449265
1406,3.3595276,1.5649109,9.401398
1417,3.2781677,1.4763641,9.343979
1426,3.2949219,1.3902283,9.217148
1437,3.2159576,1.2897339,8.992233
1446,3.2015991,1.3088684,8.932404
1456,3.270996,1.2945099,8.920441
1467,3.2733765,1.2442627,8.925232
1476,3.1752777,1.1629181,8.839081
1487,3.2350922,1.071991,8.556732
1497,3.2973022,0.9834442,8.2456665
1506,3.180069,0.8757782,7.984848
1516,2.9838562,0.69869995,7.5421753
1527,2.8809662,0.50727844,7.3914337
1536,2.7972107,0.33021545,7.389038
1546,2.589035,0.2416687,7.453644
1557,2.416748,0.107681274,7.4895325
1567,2.2947235,-0.124420166,7.561325
1576,1.8209381,-0.45224,7.377075
1587,1.5146637,-0.624527,7.073181
1597,1.5984039,-0.7800598,6.9224396
1607,1.8161469,-0.8901367,6.855438
1617,1.351944,-1.1485596,6.6424713
1627,0.7513428,-1.3663025,6.305084
1637,0.16270447,-1.660614,6.003586
1647,-0.01914978,-1.4859467,5.7762756
1657,1.8113708,-0.8494568,5.5250244
1667,5.2498474,-0.8805542,4.7401886
1677,6.168701,-1.4620209,4.417145
1687,5.620743,-2.096115,4.598999
1696,4.441086,-2.4717865,5.1541443
1706,2.9431763,-2.4550323,6.1902313
1717,2.399994,-2.399994,6.8362885
1727,2.428711,-2.395218,7.1210327
1736,3.8620148,-2.210968,7.4967194
1746,5.797806,-2.5842438,6.9344025
1756,7.635498,-3.349945,6.072983
1766,9.054443,-3.5150604,5.620743
1777,10.99263,-3.1992035,5.42453
1786,12.6388855,-3.0221405,5.120636
1796,13.646271,-3.1489563,4.82872
1806,13.768295,-3.2494507,4.656433
1817,13.698914,-2.670395,4.800003
1827,14.297119,-2.1104736,4.8382874
1838,15.096313,-1.9405823,4.5750732
1847,15.594025,-2.268402,4.199402
1857,15.579666,-2.634491,3.9864502
1866,15.168106,-2.7062836,3.9792633
1877,14.682358,-2.498108,3.9936218
1888,14.287552,-1.8281097,3.5772705
1897,14.639282,-1.5840454,2.8426666
1907,14.541183,-1.6414795,2.1942139
1916,13.282562,-2.0267181,1.1844482
1927,11.413757,-2.3641052,0.653244
1937,10.112076,-2.3377838,0.6077728
1947,9.291336,-2.1607208,0.66041565
1956,8.767303,-2.1152496,0.4355011
1967,8.267197,-2.1607208,-0.1531372
1977,7.590027,-2.3688965,-1.964508
1986,6.972687,-2.761322,-5.4508514
1997,7.6163483,-3.0891266,-3.7567291
2006,8.185852,-3.1178436,-1.5625153
2017,8.401199,-3.0341034,0.2416687
2026,8.650055,-3.0891266,0.8159485
2038,9.152542,-3.3260193,2.0889282
2048,8.626129,-3.2111664,2.5005035
2057,8.324631,-3.172882,2.663208
